Order ID,Order Status All,Unprocessed Order Flag,Pending Order Flag,Backordered Order Flag,Shipped Order Flag,Complete Order Flag,Canceled Order Flag,Order Date,Date Needed By,Rush Order,Total # of Offer Lines Ordered,Total # of Offer Units Ordered,Order Ship To Requested Freight Carrier
8378195895,S C ,1,0,0,1,1,0,01/16/2026 08:00:12,01/16/2026,0,1,,Virtual Ve
8378195896,S C ,1,0,0,1,1,0,01/16/2026 08:00:13,01/16/2026,0,2,,DHL eCommerce
8378195897,S C ,1,0,0,1,1,0,01/16/2026 08:00:14,01/16/2026,0,2,,UPS
8378196147,P ,1,1,0,0,0,0,01/16/2026 08:00:14,01/19/2026,0,1,,UPS
8378196148,P ,1,1,0,0,0,0,01/16/2026 08:00:15,01/19/2026,0,1,,Virtual Ve
8378196149,S C ,1,0,0,1,1,0,01/16/2026 08:00:16,01/19/2026,0,1,,DHL eCommerce
8378196150,P ,1,1,0,0,0,0,01/16/2026 08:00:17,01/19/2026,0,1,,UPS
8378196151,P ,1,1,0,0,0,0,01/16/2026 08:00:18,01/19/2026,0,1,,DHL eCommerce
8378196152,P ,1,1,0,0,0,0,01/16/2026 08:00:19,01/19/2026,0,1,,Virtual Ve
8378196153,P ,1,1,0,0,0,0,01/16/2026 08:00:20,01/19/2026,0,5,,DHL eCommerce
8378196154,P ,1,1,0,0,0,0,01/16/2026 08:00:21,01/19/2026,0,1,,DHL eCommerce
8378196157,P ,1,1,0,0,0,0,01/16/2026 08:00:22,01/19/2026,0,1,,DHL eCommerce
8378196159,P ,1,1,0,0,0,0,01/16/2026 08:00:23,01/19/2026,0,4,,DHL eCommerce
8378196160,P ,1,1,0,0,0,0,01/16/2026 08:00:26,01/19/2026,0,2,,DHL eCommerce
8378196161,P X ,1,1,0,0,0,1,01/16/2026 08:00:27,01/19/2026,0,2,,DHL eCommerce
8378196162,P ,1,1,0,0,0,0,01/16/2026 08:00:28,01/19/2026,0,1,,UPS
8378196176,P ,1,1,0,0,0,0,01/16/2026 08:00:29,01/19/2026,0,1,,DHL eCommerce
8378196180,P ,1,1,0,0,0,0,01/16/2026 08:00:31,01/19/2026,0,1,,DHL eCommerce
8378196182,P ,1,1,0,0,0,0,01/16/2026 08:00:32,01/19/2026,0,2,,DHL eCommerce
8378196193,P ,1,1,0,0,0,0,01/16/2026 08:00:35,01/19/2026,0,1,,DHL eCommerce
8378196194,P ,1,1,0,0,0,0,01/16/2026 08:00:37,01/19/2026,0,1,,Virtual Ve
8378184034-1,S X C ,1,0,0,1,1,1,01/16/2026 11:40:00,20260112,0,1,120.0,FEDEX
8378197187,S C ,1,0,0,1,1,0,01/19/2026 08:00:02,01/19/2026,0,1,,UPS
8378197188,S C ,1,0,0,1,1,0,01/19/2026 08:00:05,01/19/2026,0,1,,UPS
8378197189,S C ,1,0,0,1,1,0,01/19/2026 08:00:07,01/19/2026,0,1,,UPS
8378197190,P ,1,1,0,0,0,0,01/19/2026 08:00:09,01/19/2026,0,1,,UPS
8378197191,S C ,1,0,0,1,1,0,01/19/2026 08:00:10,01/19/2026,0,1,,DHL eCommerce
8378197192,S C ,1,0,0,1,1,0,01/19/2026 08:00:12,01/19/2026,0,1,,UPS
8378197193,S C ,1,0,0,1,1,0,01/19/2026 08:00:12,01/19/2026,0,1,,UPS
8378197194,S C ,1,0,0,1,1,0,01/19/2026 08:00:13,01/19/2026,0,1,,UPS
8378197195,S C ,1,0,0,1,1,0,01/19/2026 08:00:14,01/19/2026,0,1,,UPS
8378197196,S C ,1,0,0,1,1,0,01/19/2026 08:00:15,01/19/2026,0,1,,UPS
8378197200,S C ,1,0,0,1,1,0,01/19/2026 08:00:16,01/19/2026,0,1,,UPS
8378197201,S C ,1,0,0,1,1,0,01/19/2026 08:00:16,01/19/2026,0,1,,UPS
8378197202,P ,1,1,0,0,0,0,01/19/2026 08:00:18,01/19/2026,0,2,,Virtual Ve
8378198932,S C ,1,0,0,1,1,0,01/19/2026 08:00:19,01/19/2026,0,1,,Virtual Ve
8378198934,S C ,1,0,0,1,1,0,01/19/2026 08:00:20,01/19/2026,0,1,,UPS
8378198935,P ,1,1,0,0,0,0,01/19/2026 08:00:20,01/19/2026,0,7,,Virtual Ve
8378198938,S C ,1,0,0,1,1,0,01/19/2026 08:00:22,01/19/2026,0,1,,UPS
8378198940,X C ,1,0,0,0,1,1,01/19/2026 08:00:24,01/19/2026,0,1,,UPS
8378198948,P ,1,1,0,0,0,0,01/19/2026 08:00:27,01/19/2026,0,1,,DHL eCommerce
8378199646,S C ,1,0,0,1,1,0,01/19/2026 08:00:28,01/19/2026,0,1,,UPS
8378199647,X C ,1,0,0,0,1,1,01/19/2026 08:00:28,01/19/2026,0,1,,DHL eCommerce
8378199648,S C ,1,0,0,1,1,0,01/19/2026 08:00:29,01/19/2026,0,1,,DHL eCommerce
8378199649,P ,1,1,0,0,0,0,01/19/2026 08:00:30,01/19/2026,0,3,,Virtual Ve
8378199650,S X C ,1,0,0,1,1,1,01/19/2026 08:00:31,01/19/2026,0,2,,SAIA
8378199651,S C ,1,0,0,1,1,0,01/19/2026 08:00:32,01/19/2026,0,1,,DHL eCommerce
8378199652,S C ,1,0,0,1,1,0,01/19/2026 08:00:33,01/19/2026,0,1,,UPS
8378199653,S C ,1,0,0,1,1,0,01/19/2026 08:00:34,01/19/2026,0,1,,UPS
8378199654,P ,1,1,0,0,0,0,01/19/2026 08:00:35,01/19/2026,0,1,,DHL eCommerce
8378199655,S C ,1,0,0,1,1,0,01/19/2026 08:00:36,01/19/2026,0,1,,Virtual Ve
8378199656,S C ,1,0,0,1,1,0,01/19/2026 08:00:37,01/19/2026,0,1,,UPS
8378199657,S C ,1,0,0,1,1,0,01/19/2026 08:00:38,01/19/2026,0,1,,UPS
8378199658,S C ,1,0,0,1,1,0,01/19/2026 08:00:39,01/19/2026,0,1,,UPS
8378199659,S C ,1,0,0,1,1,0,01/19/2026 08:00:40,01/19/2026,0,1,,UPS
8378199660,S C ,1,0,0,1,1,0,01/19/2026 08:00:41,01/19/2026,0,1,,UPS
8378199661,S C ,1,0,0,1,1,0,01/19/2026 08:00:43,01/19/2026,0,1,,UPS
8378199662,S C ,1,0,0,1,1,0,01/19/2026 08:00:44,01/19/2026,0,1,,UPS
8378200983,P ,1,1,0,0,0,0,01/19/2026 09:30:02,01/19/2026,0,1,,Virtual Ve
8378200984,P ,1,1,0,0,0,0,01/19/2026 09:30:03,01/20/2026,0,2,,DHL eCommerce
8378200985,P ,1,1,0,0,0,0,01/19/2026 09:30:03,01/20/2026,0,2,,DHL eCommerce
8378200986,P ,1,1,0,0,0,0,01/19/2026 09:30:04,01/20/2026,0,13,,Virtual Ve
8378200990,P ,1,1,0,0,0,0,01/19/2026 09:30:05,01/19/2026,0,4,,Virtual Ve
8378200991,P ,1,1,0,0,0,0,01/19/2026 09:30:06,01/20/2026,0,5,,DHL eCommerce
8378201298,P ,1,1,0,0,0,0,01/19/2026 16:30:02,01/20/2026,0,1,,DHL eCommerce
8378201299,P ,1,1,0,0,0,0,01/19/2026 16:30:03,01/20/2026,0,1,,UPS
8378201300,P ,1,1,0,0,0,0,01/19/2026 16:30:04,01/20/2026,0,2,,Virtual Ve
8378201303,P ,1,1,0,0,0,0,01/19/2026 16:30:05,01/20/2026,0,1,,DHL eCommerce
8378201304,P ,1,1,0,0,0,0,01/19/2026 16:30:06,01/20/2026,0,2,,Virtual Ve
8378201305,P ,1,1,0,0,0,0,01/19/2026 16:30:07,01/20/2026,0,1,,UPS
8378201306,P ,1,1,0,0,0,0,01/19/2026 16:30:08,01/20/2026,0,1,,UPS
8378201307,P ,1,1,0,0,0,0,01/19/2026 16:30:09,01/20/2026,0,1,,DHL eCommerce
8378201308,P ,1,1,0,0,0,0,01/19/2026 16:30:10,01/20/2026,0,1,,DHL eCommerce
8378201309,P ,1,1,0,0,0,0,01/19/2026 16:30:11,01/20/2026,0,1,,UPS
8378201310,P ,1,1,0,0,0,0,01/19/2026 16:30:11,01/20/2026,0,1,,DHL eCommerce
8378201311,P ,1,1,0,0,0,0,01/19/2026 16:30:12,01/20/2026,0,1,,UPS
8378201312,P ,1,1,0,0,0,0,01/19/2026 16:30:13,01/20/2026,0,1,,UPS
8378201313,P ,1,1,0,0,0,0,01/19/2026 16:30:13,01/20/2026,0,1,,DHL eCommerce
8378201314,P ,1,1,0,0,0,0,01/19/2026 16:30:15,01/20/2026,0,1,,Virtual Ve
8378201315,P ,1,1,0,0,0,0,01/19/2026 16:30:16,01/20/2026,0,1,,DHL eCommerce
8378201316,P ,1,1,0,0,0,0,01/19/2026 16:30:17,01/20/2026,0,1,,DHL eCommerce
8378201317,P ,1,1,0,0,0,0,01/19/2026 16:30:17,01/20/2026,0,1,,DHL eCommerce
8378201318,P ,1,1,0,0,0,0,01/19/2026 16:30:18,01/20/2026,0,1,,UPS
8378201322,P ,1,1,0,0,0,0,01/19/2026 16:30:19,01/20/2026,0,1,,UPS
8378201323,P ,1,1,0,0,0,0,01/19/2026 16:30:19,01/20/2026,0,1,,Virtual Ve
8378201324,P ,1,1,0,0,0,0,01/19/2026 16:30:20,01/20/2026,0,2,,Virtual Ve
8378201325,X C ,1,0,0,0,1,1,01/19/2026 16:30:21,01/20/2026,0,1,0.0,UPS
8378201326,P ,1,1,0,0,0,0,01/19/2026 16:30:22,01/20/2026,0,3,,DHL eCommerce
8378201327,P ,1,1,0,0,0,0,01/19/2026 16:30:22,01/20/2026,0,1,,UPS
8378201328,P ,1,1,0,0,0,0,01/19/2026 16:30:23,01/20/2026,0,1,,UPS
8378201329,P ,1,1,0,0,0,0,01/19/2026 16:30:24,01/20/2026,0,1,,UPS
8378201330,P ,1,1,0,0,0,0,01/19/2026 16:30:24,01/20/2026,0,2,,DHL eCommerce
8378201331,P ,1,1,0,0,0,0,01/19/2026 16:30:25,01/20/2026,0,1,,Virtual Ve
8378201332,P ,1,1,0,0,0,0,01/19/2026 16:30:26,01/20/2026,0,1,,UPS
8378201333,P X ,1,1,0,0,0,1,01/19/2026 16:30:27,01/20/2026,0,2,,UPS
8378202568,P ,1,1,0,0,0,0,01/20/2026 08:00:02,01/20/2026,0,1,,UPS
8378202792,P ,1,1,0,0,0,0,01/20/2026 08:00:03,01/20/2026,0,1,,DHL eCommerce
8378202793,P ,1,1,0,0,0,0,01/20/2026 08:00:04,01/20/2026,0,1,,DHL eCommerce
8378202794,P ,1,1,0,0,0,0,01/20/2026 08:00:05,01/20/2026,0,1,,UPS
8378203607,P ,1,1,0,0,0,0,01/20/2026 08:00:06,01/20/2026,0,1,,DHL eCommerce
8378203608,P ,1,1,0,0,0,0,01/20/2026 08:00:07,01/20/2026,0,1,,UPS
8378203609,P ,1,1,0,0,0,0,01/20/2026 08:00:08,01/20/2026,0,1,,UPS
8378203610,P ,1,1,0,0,0,0,01/20/2026 08:00:09,01/20/2026,0,1,,Virtual Ve
8378203611,P X ,1,1,0,0,0,1,01/20/2026 08:00:10,01/20/2026,0,2,,DHL eCommerce
8378203612,P ,1,1,0,0,0,0,01/20/2026 08:00:11,01/20/2026,0,1,,UPS
8378203613,P ,1,1,0,0,0,0,01/20/2026 08:00:11,01/20/2026,0,1,,DHL eCommerce
8378203614,P ,1,1,0,0,0,0,01/20/2026 08:00:13,01/20/2026,0,1,,DHL eCommerce
8378203615,P ,1,1,0,0,0,0,01/20/2026 08:00:14,01/20/2026,0,1,,Virtual Ve
8378203620,P ,1,1,0,0,0,0,01/20/2026 08:00:14,01/20/2026,0,2,,UPS
8378203621,P ,1,1,0,0,0,0,01/20/2026 08:00:15,01/20/2026,0,1,,DHL eCommerce
8378203623,P ,1,1,0,0,0,0,01/20/2026 08:00:16,01/20/2026,0,1,,DHL eCommerce
8378203627,P ,1,1,0,0,0,0,01/20/2026 08:00:17,01/21/2026,0,2,,Virtual Ve
8378203628,P ,1,1,0,0,0,0,01/20/2026 08:00:17,01/21/2026,0,1,,DHL eCommerce
8378203634,P ,1,1,0,0,0,0,01/20/2026 08:00:18,01/21/2026,0,6,,DHL eCommerce
8378203641,P ,1,1,0,0,0,0,01/20/2026 08:00:19,01/20/2026,0,1,,UPS
8378203642,P ,1,1,0,0,0,0,01/20/2026 08:00:20,01/21/2026,0,8,,DHL eCommerce
8378203643,P ,1,1,0,0,0,0,01/20/2026 08:00:21,01/21/2026,0,1,,UPS
8378203644,P ,1,1,0,0,0,0,01/20/2026 08:00:22,01/21/2026,0,1,,UPS
8378203645,P ,1,1,0,0,0,0,01/20/2026 08:00:23,01/21/2026,0,1,,UPS
8378203646,P ,1,1,0,0,0,0,01/20/2026 08:00:24,01/21/2026,0,3,,Virtual Ve
8378203648,P ,1,1,0,0,0,0,01/20/2026 08:00:27,01/21/2026,0,14,,DHL eCommerce
8378203649,P ,1,1,0,0,0,0,01/20/2026 08:00:29,01/21/2026,0,1,,UPS
8378203650,P ,1,1,0,0,0,0,01/20/2026 08:00:30,01/21/2026,0,1,,UPS
